Marque,Class,Fabricant,Description,Produit,Coût unitaire,Prix unitaire,IdProduit,IdSousCategorieProduit
Adventure Works,Deluxe,Adventure Works,"320 GB hard drive, 4 GB RAM 19-inches widescreen LCD with perfect 16:9 aspect ratio",Adventure Works Laptop19W X1980 White,$430.38 ,"$1,299 ",368,15
Adventure Works,Deluxe,Adventure Works,"52'' 1080p 120Hz LCD HDTV, 16:9 Full HD 1080p Resolution (1920x1080p) LCD Panel","Adventure Works 52"" LCD HDTV X790W Black",$527.53 ,"$1,592.20 ",162,9
Adventure Works,Deluxe,Adventure Works,"52'' 1080p 120Hz LCD HDTV, 16:9 Full HD 1080p Resolution (1920x1080p) LCD Panel","Adventure Works 52"" LCD HDTV X790W Brown",$527.53 ,"$1,592.20 ",164,9
Adventure Works,Deluxe,Adventure Works,"52'' 1080p 120Hz LCD HDTV, 16:9 Full HD 1080p Resolution (1920x1080p) LCD Panel","Adventure Works 52"" LCD HDTV X790W Silver",$527.53 ,"$1,592.20 ",161,9
Adventure Works,Deluxe,Adventure Works,"52'' 1080p 120Hz LCD HDTV, 16:9 Full HD 1080p Resolution (1920x1080p) LCD Panel","Adventure Works 52"" LCD HDTV X790W White",$527.53 ,"$1,592.20 ",163,9
Adventure Works,Deluxe,Adventure Works,"52'' 1080p 240Hz LCD HDTV, Four HDMI, two component, one PC, and two composite video inputs","Adventure Works 52"" LCD HDTV X590 Black",$960.82 ,"$2,899.99 ",146,9
Adventure Works,Deluxe,Adventure Works,"52'' 1080p 240Hz LCD HDTV, Four HDMI, two component, one PC, and two composite video inputs","Adventure Works 52"" LCD HDTV X590 Brown",$960.82 ,"$2,899.99 ",148,9
Adventure Works,Deluxe,Adventure Works,"52'' 1080p 240Hz LCD HDTV, Four HDMI, two component, one PC, and two composite video inputs","Adventure Works 52"" LCD HDTV X590 Silver",$960.82 ,"$2,899.99 ",145,9
Adventure Works,Deluxe,Adventure Works,"52'' 1080p 240Hz LCD HDTV, Four HDMI, two component, one PC, and two composite video inputs","Adventure Works 52"" LCD HDTV X590 White",$960.82 ,"$2,899.99 ",147,9
Adventure Works,Economy,Adventure Works,"1.60GHz dual processor, 1GB DDR2 memory, 30GB 5400RPM hard drive",Adventure Works Desktop PC1.60 ED160 Black,$137.63 ,$269.95 ,424,17
Adventure Works,Economy,Adventure Works,"1.60GHz dual processor, 1GB DDR2 memory, 30GB 5400RPM hard drive",Adventure Works Desktop PC1.60 ED160 Brown,$137.63 ,$269.95 ,430,17
Adventure Works,Economy,Adventure Works,"1.60GHz dual processor, 1GB DDR2 memory, 30GB 5400RPM hard drive",Adventure Works Desktop PC1.60 ED160 Silver,$137.63 ,$269.95 ,418,17
Adventure Works,Economy,Adventure Works,"1.60GHz dual processor, 1GB DDR2 memory, 30GB 5400RPM hard drive",Adventure Works Desktop PC1.60 ED160 White,$137.63 ,$269.95 ,435,17
Adventure Works,Economy,Adventure Works,"13'' Color TV, ATSC/QAM Tuner, 120 minute sleep timer","Adventure Works 13"" Color TV E25 Black",$61.17 ,$119.99 ,120,9
Adventure Works,Economy,Adventure Works,"13'' Color TV, ATSC/QAM Tuner, 120 minute sleep timer","Adventure Works 13"" Color TV E25 Silver",$61.17 ,$119.99 ,119,9
Adventure Works,Economy,Adventure Works,"13'' Color TV, ATSC/QAM Tuner, 120 minute sleep timer","Adventure Works 13"" Color TV E25 White",$61.17 ,$119.99 ,121,9
Adventure Works,Economy,Adventure Works,17 inches widescreen LCD monitor 300cd/m2 (typical) brightness,Adventure Works LCD17W E203 Black,$65.77 ,$129 ,498,18
Adventure Works,Economy,Adventure Works,"17 inches widescreen LCD monitor, 300cd/m2 (typical) brightness",Adventure Works LCD17W E203 White,$65.77 ,$129 ,512,18
Adventure Works,Economy,Adventure Works,"19'' color TV, ATSC/QAM Tuner","Adventure Works 19"" Color Digital TV E35 Black",$73.11 ,$143.40 ,126,9
Adventure Works,Economy,Adventure Works,"19'' color TV, ATSC/QAM Tuner","Adventure Works 19"" Color Digital TV E35 Brown",$73.11 ,$143.40 ,128,9
Adventure Works,Economy,Adventure Works,"19'' color TV, ATSC/QAM Tuner","Adventure Works 19"" Color Digital TV E35 Silver",$73.11 ,$143.40 ,125,9
Adventure Works,Economy,Adventure Works,"19'' color TV, ATSC/QAM Tuner","Adventure Works 19"" Color Digital TV E35 White",$73.11 ,$143.40 ,127,9
Adventure Works,Economy,Adventure Works,"19 inches TFT LCD, 300cd/m2 brightness, 2000:1 dynamic contrast ratio, 5 ms response time",Adventure Works LCD19 E108 White,$70.87 ,$139 ,509,18
Adventure Works,Economy,Adventure Works,"19inches TFT LCD.300cd/m2 brightness, 2000:1 dynamic contrast ratio, 5 ms response time",Adventure Works LCD19 E108 Black,$70.87 ,$139 ,495,18
Adventure Works,Economy,Adventure Works,"1GB DDR2 SDRAM, 160GB hard drive (2.2 pounds)",Adventure Works Laptop8.9 E0890 Black,$166.20 ,$326 ,367,15
Adventure Works,Economy,Adventure Works,"1GB DDR2 SDRAM, 160GB hard drive (2.2 pounds)",Adventure Works Laptop8.9 E0890 Red,$166.20 ,$326 ,385,15
Adventure Works,Economy,Adventure Works,"1GB DDR2 SDRAM, 160GB hard drive (2.2 pounds)",Adventure Works Laptop8.9 E0890 Silver,$166.20 ,$326 ,379,15
Adventure Works,Economy,Adventure Works,"1GB DDR2 SDRAM, 160GB hard drive (2.2 pounds)",Adventure Works Laptop8.9 E0890 White,$166.20 ,$326 ,373,15
Adventure Works,Economy,Adventure Works,"20'' CRT television, built-in ATSC/NTSC tuner, receive digital and analog channels","Adventure Works 20"" CRT TV E15 Black",$86.67 ,$169.99 ,117,9
Adventure Works,Economy,Adventure Works,"20'' CRT television, built-in ATSC/NTSC tuner, receive digital and analog channels","Adventure Works 20"" CRT TV E15 Silver",$86.67 ,$169.99 ,116,9
Adventure Works,Economy,Adventure Works,"20'' CRT television, built-in ATSC/NTSC tuner, receive digital and analog channels","Adventure Works 20"" CRT TV E15 White",$86.67 ,$169.99 ,118,9
Adventure Works,Economy,Adventure Works,"20"" Analog CRT TV, digital comb filter removes blurred edges between colors","Adventure Works 20"" Analog CRT TV E45 Black",$101.97 ,$200 ,130,9
Adventure Works,Economy,Adventure Works,"20"" Analog CRT TV, digital comb filter removes blurred edges between colors","Adventure Works 20"" Analog CRT TV E45 Brown",$101.97 ,$200 ,132,9
Adventure Works,Economy,Adventure Works,"20"" Analog CRT TV, digital comb filter removes blurred edges between colors","Adventure Works 20"" Analog CRT TV E45 Silver",$101.97 ,$200 ,129,9
Adventure Works,Economy,Adventure Works,"20"" Analog CRT TV, digital comb filter removes blurred edges between colors","Adventure Works 20"" Analog CRT TV E45 White",$101.97 ,$200 ,131,9
Adventure Works,Economy,Adventure Works,Reduces VLF/ELF radiation by up to 99.5%,Adventure Works CRT15 E101 Black,$29.82 ,$90 ,502,18
Adventure Works,Economy,Adventure Works,Reduces VLF/ELF radiation by up to 99.5%,Adventure Works CRT15 E101 White,$29.82 ,$90 ,516,18
Adventure Works,Economy,Adventure Works,Reduces VLF/ELF radiation by up to 99.5%,Adventure Works CRT19 E10 Black,$22.86 ,$69 ,500,18
Adventure Works,Economy,Adventure Works,Reduces VLF/ELF radiation by up to 99.5%,Adventure Works CRT19 E10 White,$22.86 ,$69 ,514,18
Adventure Works,Economy,Adventure Works,Safely prevents static while eliminating up to 95% of screen glare,Adventure Works CRT17 E105 Black,$30.08 ,$59 ,501,18
Adventure Works,Economy,Adventure Works,Safely prevents static while eliminating up to 95% of screen glare,Adventure Works CRT17 E105 White,$30.08 ,$59 ,515,18
Adventure Works,Economy,Adventure Works,"Size/Type: 17"" TFT LCD, maximum resolution: 1280 x 1024, response time: 5ms",Adventure Works LCD17 E200 Black,$50.47 ,$99 ,497,18
Adventure Works,Economy,Adventure Works,"Size/Type: 17"" TFT LCD, maximum resolution: 1280 x 1024. response time: 5ms",Adventure Works LCD17 E200 White,$50.47 ,$99 ,511,18
Adventure Works,Economy,Adventure Works,"Wide viewing angle of 100° vertical and 120° horizontal, dot pitch: 0.297 mm pixel pitch",Adventure Works LCD15 E100 Black,$50.47 ,$99 ,499,18
Adventure Works,Economy,Adventure Works,"Wide viewing angle of 100° vertical and 120° horizontal, dot pitch: 0.297 mm pixel pitch",Adventure Works LCD15 E100 White,$50.47 ,$99 ,513,18
Adventure Works,Regular,Adventure Works,"1.80GHz dual processor, 1GB DDR2 memory, 320GB 5400RPM hard drive",Adventure Works Desktop PC1.80 ED180 Black,$188.13 ,$369 ,425,17
Adventure Works,Regular,Adventure Works,"1.80GHz dual processor, 1GB DDR2 memory, 320GB 5400RPM hard drive",Adventure Works Desktop PC1.80 ED180 Brown,$188.13 ,$369 ,431,17
Adventure Works,Regular,Adventure Works,"1.80GHz dual processor, 1GB DDR2 memory, 320GB 5400RPM hard drive",Adventure Works Desktop PC1.80 ED180 Silver,$188.13 ,$369 ,419,17
Adventure Works,Regular,Adventure Works,"1.80GHz dual processor, 1GB DDR2 memory, 320GB 5400RPM hard drive",Adventure Works Desktop PC1.80 ED180 White,$188.13 ,$369 ,436,17
Adventure Works,Regular,Adventure Works,"1.80GHz dual processor, 4GB DDR2 memories, 400GB 7200RPM hard drive",Adventure Works Desktop PC1.80 ED182 Brown,$254.86 ,$499.90 ,432,17
Adventure Works,Regular,Adventure Works,"1.80GHz dual processor, 4GB DDR2 memories, 400GB 7200RPM hard drive",Adventure Works Desktop PC1.80 ED182 White,$254.86 ,$499.90 ,437,17
Adventure Works,Regular,Adventure Works,"1.80GHz dual processor, 4GB DDR2 memory, 400GB 7200RPM hard drive",Adventure Works Desktop PC1.80 ED182 Black,$254.86 ,$499.90 ,426,17
Adventure Works,Regular,Adventure Works,"1.80GHz dual processor, 4GB DDR2 memory, 400GB 7200RPM hard drive",Adventure Works Desktop PC1.80 ED182 Silver,$254.86 ,$499.90 ,420,17
Adventure Works,Regular,Adventure Works,"15.4-Inches widescreen TFT LCD display, 1280x800 resolutions",Adventure Works Laptop15.4W M1548 Black,$348.58 ,$758 ,366,15
Adventure Works,Regular,Adventure Works,"15.4-Inches widescreen TFT LCD display, 1280x800 resolutions",Adventure Works Laptop15.4W M1548 Red,$348.58 ,$758 ,384,15
Adventure Works,Regular,Adventure Works,"15.4-Inches widescreen TFT LCD display, 1280x800 resolutions",Adventure Works Laptop15.4W M1548 Silver,$348.58 ,$758 ,378,15
Adventure Works,Regular,Adventure Works,"15.4-Inches widescreen TFT LCD display, 1280x800 resolutions",Adventure Works Laptop15.4W M1548 White,$348.58 ,$758 ,372,15
Adventure Works,Regular,Adventure Works,"15.6'' Widescreen LCD TV, built-in DVD Player","Adventure Works 15.6"" LCD TV M130W Black",$152.94 ,$299.99 ,142,9
Adventure Works,Regular,Adventure Works,"15.6'' Widescreen LCD TV, built-in DVD Player","Adventure Works 15.6"" LCD TV M130W Brown",$152.94 ,$299.99 ,144,9
Adventure Works,Regular,Adventure Works,"15.6'' Widescreen LCD TV, built-in DVD Player","Adventure Works 15.6"" LCD TV M130W Silver",$152.94 ,$299.99 ,141,9
Adventure Works,Regular,Adventure Works,"15.6'' Widescreen LCD TV, built-in DVD Player","Adventure Works 15.6"" LCD TV M130W White",$152.94 ,$299.99 ,143,9
Adventure Works,Regular,Adventure Works,"15-inch screen, 60 GB hard drive, 128 MB of RAM (512 MB maximum), DVD-ROM",Adventure Works Laptop15 M1501 White,$321.44 ,$699 ,369,15
Adventure Works,Regular,Adventure Works,"15-inches screen, 60 GB hard drive, 128 MB of RAM (512 MB maximum), DVD-ROM",Adventure Works Laptop15 M1500 Black,$321.44 ,$699 ,363,15
Adventure Works,Regular,Adventure Works,"15-inches screen, 60 GB hard drive, 128 MB of RAM (512 MB maximum), DVD-ROM",Adventure Works Laptop15 M1501 Blue,$321.44 ,$699 ,387,15
Adventure Works,Regular,Adventure Works,"15-inches screen, 60 GB hard drive, 128 MB of RAM (512 MB maximum), DVD-ROM",Adventure Works Laptop15 M1501 Red,$321.44 ,$699 ,381,15
Adventure Works,Regular,Adventure Works,"15-inches screen, 60 GB hard drive, 128 MB of RAM (512 MB maximum), DVD-ROM",Adventure Works Laptop15 M1501 Silver,$321.44 ,$699 ,375,15
Adventure Works,Regular,Adventure Works,"180 GB hard drive, 2 GB RAM 16-inches LCD",Adventure Works Laptop16 M1600 Black,$275.46 ,$599 ,365,15
Adventure Works,Regular,Adventure Works,"180 GB hard drive, 2 GB RAM 16-inches LCD",Adventure Works Laptop16 M1601 Blue,$275.46 ,$599 ,389,15
Adventure Works,Regular,Adventure Works,"180 GB hard drive, 2 GB RAM 16-inches LCD",Adventure Works Laptop16 M1601 Red,$275.46 ,$599 ,383,15
Adventure Works,Regular,Adventure Works,"180 GB hard drive, 2 GB RAM 16-inches LCD",Adventure Works Laptop16 M1601 Silver,$275.46 ,$599 ,377,15
Adventure Works,Regular,Adventure Works,"180 GB hard drive, 2 GB RAM 16-inches LCD",Adventure Works Laptop16 M1601 White,$275.46 ,$599 ,371,15
Adventure Works,Regular,Adventure Works,"19'' 720p LCD HDTV, 2 HDMI inputs, PC input for computers","Adventure Works 19"" Portable LCD HDTV M110 Black",$128.76 ,$279.99 ,123,9
Adventure Works,Regular,Adventure Works,"19'' 720p LCD HDTV, 2 HDMI inputs, PC input for computers","Adventure Works 19"" Portable LCD HDTV M110 Silver",$128.76 ,$279.99 ,122,9
Adventure Works,Regular,Adventure Works,"19'' 720p LCD HDTV, 2 HDMI inputs, PC input for computers","Adventure Works 19"" Portable LCD HDTV M110 White",$128.76 ,$279.99 ,124,9
Adventure Works,Regular,Adventure Works,19 inches widescreen LCD monitor 300cd/m2 (typical) brightness,Adventure Works LCD19W M100 Black,$82.32 ,$179 ,496,18
Adventure Works,Regular,Adventure Works,"19 inches widescreen LCD monitor, 300cd/m2 (typical) brightness",Adventure Works LCD19W M100 White,$82.32 ,$179 ,510,18
Adventure Works,Regular,Adventure Works,"2.3GHz dual processor, 4 GB DDR2 SDRAM memories, 19"" widescreen LCD monitors",Adventure Works Desktop PC2.30 MD230 Black,$275.46 ,$599 ,423,17
Adventure Works,Regular,Adventure Works,"2.3GHz dual processor, 4 GB DDR2 SDRAM memories, 19"" widescreen LCD monitors",Adventure Works Desktop PC2.30 MD230 Brown,$275.87 ,$599.90 ,429,17
Adventure Works,Regular,Adventure Works,"2.3GHz dual processor, 4 GB DDR2 SDRAM memories, 19"" widescreen LCD monitors",Adventure Works Desktop PC2.30 MD230 Silver,$275.46 ,$599 ,417,17
Adventure Works,Regular,Adventure Works,"2.3GHz dual processor, 4 GB DDR2 SDRAM memories, 19"" widescreen LCD monitors",Adventure Works Desktop PC2.30 MD230 White,$275.46 ,$599 ,434,17
Adventure Works,Regular,Adventure Works,"20'' 720p LCD HDTV, HDMI v 1.3 digital inputs","Adventure Works 20"" LCD HDTV M120 Black",$160.93 ,$349.95 ,134,9
Adventure Works,Regular,Adventure Works,"20'' 720p LCD HDTV, HDMI v 1.3 digital inputs","Adventure Works 20"" LCD HDTV M120 Brown",$160.93 ,$349.95 ,136,9
Adventure Works,Regular,Adventure Works,"20'' 720p LCD HDTV, HDMI v 1.3 digital inputs","Adventure Works 20"" LCD HDTV M120 Silver",$160.93 ,$349.95 ,133,9
Adventure Works,Regular,Adventure Works,"20'' 720p LCD HDTV, HDMI v 1.3 digital inputs","Adventure Works 20"" LCD HDTV M120 White",$160.93 ,$349.95 ,135,9
Adventure Works,Regular,Adventure Works,"20"" widescreen 1600 x 900 VGA, brightness: 250cd/m2, contrast ratio: 10000:1",Adventure Works LCD20W M240 Black,$128.30 ,$279 ,494,18
Adventure Works,Regular,Adventure Works,"20"" widescreen 1600 x 900 VGA, brightness: 250cd/m2, contrast ratio: 10000:1",Adventure Works LCD20W M240 White,$128.30 ,$279 ,508,18
Adventure Works,Regular,Adventure Works,"22"" Screen LCD, resolution - 1680 x 1050",Adventure Works LCD22 M200 Black,$205.09 ,$619 ,491,18
Adventure Works,Regular,Adventure Works,"22"" Screen LCD, resolution - 1680 x 1050",Adventure Works LCD22 M200 White,$205.09 ,$619 ,505,18
Adventure Works,Regular,Adventure Works,"22"" wide screen LCD, 0.285mm x 0.285mm pixel pitch, 300cd/m2 (typical) brightness",Adventure Works LCD22W M200 White,$224.97 ,$679 ,506,18
Adventure Works,Regular,Adventure Works,"22"" widescreen LCD, 0.285mm x 0.285mm pixel pitch, 300cd/m2 (typical) brightness",Adventure Works LCD22W M200 Black,$224.97 ,$679 ,492,18
Adventure Works,Regular,Adventure Works,"26'' 720p LCD HDTV, 720p HD LCD Panel, Theater Wide Picture Modes","Adventure Works 26"" 720p LCD HDTV M140 Black",$216.12 ,$469.97 ,154,9
Adventure Works,Regular,Adventure Works,"26'' 720p LCD HDTV, 720p HD LCD Panel, Theater Wide Picture Modes","Adventure Works 26"" 720p LCD HDTV M140 Brown",$216.12 ,$469.97 ,156,9
Adventure Works,Regular,Adventure Works,"26'' 720p LCD HDTV, 720p HD LCD Panel, Theater Wide Picture Modes","Adventure Works 26"" 720p LCD HDTV M140 Silver",$216.12 ,$469.97 ,153,9
Adventure Works,Regular,Adventure Works,"26'' 720p LCD HDTV, 720p HD LCD Panel, Theater Wide Picture Modes","Adventure Works 26"" 720p LCD HDTV M140 White",$216.12 ,$469.97 ,155,9
Adventure Works,Regular,Adventure Works,"3.0GHz processor, 4 GB DDR2 SDRAM memories, 500GB 7200RPM hard drive, 19 inches LCD flat monitors",Adventure Works Desktop PC3.0 MS300 Black,$215.68 ,$469 ,427,17
Adventure Works,Regular,Adventure Works,"3.0GHz processor, 4GB DDR2 SDRAM memory, 500GB 7200RPM hard drive, 19 inch LCD flat monitors",Adventure Works Desktop PC3.0 MS300 Silver,$215.68 ,$469 ,421,17
Adventure Works,Regular,Adventure Works,"32'' 720p LCD HDTV, Back-Light Control, Built-In ATSC/NTSC/QAM Digital Tuning","Adventure Works 32"" LCD HDTV M130 Black",$229.93 ,$499.99 ,138,9
Adventure Works,Regular,Adventure Works,"32'' 720p LCD HDTV, Back-Light Control, Built-In ATSC/NTSC/QAM Digital Tuning","Adventure Works 32"" LCD HDTV M130 Brown",$229.93 ,$499.99 ,140,9
Adventure Works,Regular,Adventure Works,"32'' 720p LCD HDTV, Back-Light Control, Built-In ATSC/NTSC/QAM Digital Tuning","Adventure Works 32"" LCD HDTV M130 Silver",$229.93 ,$499.99 ,137,9
Adventure Works,Regular,Adventure Works,"32'' 720p LCD HDTV, Back-Light Control, Built-In ATSC/NTSC/QAM Digital Tuning","Adventure Works 32"" LCD HDTV M130 White",$229.93 ,$499.99 ,139,9
Adventure Works,Regular,Adventure Works,"37'' 1080p Widescreen LCD HDTV, 3 HDMI Inputs, USB 2.0 Connectivity","Adventure Works 37"" 1080p LCD HDTV M150W Black",$505.85 ,"$1,099.99 ",158,9
Adventure Works,Regular,Adventure Works,"37'' 1080p Widescreen LCD HDTV, 3 HDMI Inputs, USB 2.0 Connectivity","Adventure Works 37"" 1080p LCD HDTV M150W Brown",$505.85 ,"$1,099.99 ",160,9
Adventure Works,Regular,Adventure Works,"37'' 1080p Widescreen LCD HDTV, 3 HDMI Inputs, USB 2.0 Connectivity","Adventure Works 37"" 1080p LCD HDTV M150W Silver",$505.85 ,"$1,099.99 ",157,9
Adventure Works,Regular,Adventure Works,"37'' 1080p Widescreen LCD HDTV, 3 HDMI Inputs, USB 2.0 Connectivity","Adventure Works 37"" 1080p LCD HDTV M150W White",$505.85 ,"$1,099.99 ",159,9
Adventure Works,Regular,Adventure Works,"40'' 1080p LCD HDTV, 70,000:1 dynamic contrast ratio, 6ms response time, Wide Color Enhancer 2 for more vivid colors","Adventure Works 40"" LCD HDTV M690 Black",$392.60 ,"$1,184.97 ",150,9
Adventure Works,Regular,Adventure Works,"40'' 1080p LCD HDTV, 70,000:1 dynamic contrast ratio, 6ms response time, Wide Color Enhancer 2 for more vivid colors","Adventure Works 40"" LCD HDTV M690 Brown",$392.60 ,"$1,184.97 ",152,9
Adventure Works,Regular,Adventure Works,"40'' 1080p LCD HDTV, 70,000:1 dynamic contrast ratio, 6ms response time, Wide Color Enhancer 2 for more vivid colors","Adventure Works 40"" LCD HDTV M690 Silver",$392.60 ,"$1,184.97 ",149,9
Adventure Works,Regular,Adventure Works,"40'' 1080p LCD HDTV, 70,000:1 dynamic contrast ratio, 6ms response time, Wide Color Enhancer 2 for more vivid colors","Adventure Works 40"" LCD HDTV M690 White",$392.60 ,"$1,184.97 ",151,9
Adventure Works,Regular,Adventure Works,"42'' 720p LCD HDTV, 1000000:1 Dynamic Contrast Ratio for the Brightest whites and darkest blacks","Adventure Works 42"" LCD HDTV M55 Black",$389.26 ,$763.51 ,165,9
Adventure Works,Regular,Adventure Works,"80GB hard drive, 512MB memory",Adventure Works Laptop12 M1200 Black,$195.24 ,$382.95 ,364,15
Adventure Works,Regular,Adventure Works,"80GB hard drive, 512MB memory",Adventure Works Laptop12 M1201 Blue,$195.24 ,$382.95 ,388,15
Adventure Works,Regular,Adventure Works,"80GB hard drive, 512MB memory",Adventure Works Laptop12 M1201 Red,$195.24 ,$382.95 ,382,15
Adventure Works,Regular,Adventure Works,"80GB hard drive, 512MB memory",Adventure Works Laptop12 M1201 Silver,$195.24 ,$382.95 ,376,15
